FIT Profiler Report
Profile stats for: [LightningModule]LitLatentJacobianODE.configure_callbacks
         7 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 _utils.py:541(get_value_kind)
        1    0.000    0.000    0.000    0.000 functools.py:36(update_wrapper)
       14    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 typing.py:1386(__instancecheck__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1390(_handle_fromlist)
        3    0.000    0.000    0.000    0.000 _utils.py:567(_is_interpolation)
        1    0.000    0.000    0.000    0.000 typing.py:1677(__subclasscheck__)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
       14    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       63    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 dictconfig.py:144(_is_typed)
        1    0.000    0.000    0.000    0.000 basecontainer.py:696(_is_interpolation)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_once}
       59    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.000    0.000 dictconfig.py:274(_validate_and_normalize_key)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
        1    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
        2    0.000    0.000    0.000    0.000 _utils.py:676(is_dict)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.000    0.000 base.py:189(_get_flag)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1400(get_lr)
        1    0.000    0.000    0.000    0.000 eval_frame.py:233(_callback_from_stance)
        1    0.000    0.000    0.000    0.000 optimizer.py:564(_patch_step_function)
        2    0.000    0.000    0.000    0.000 _utils.py:625(is_primitive_dict)
       12    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 _utils.py:516(_is_missing_literal)
        3    0.000    0.000    0.000    0.000 lr_scheduler.py:72(_param_groups_val_list)
        2    0.000    0.000    0.000    0.000 basecontainer.py:707(_value)
        2    0.000    0.000    0.000    0.000 optimizer.py:231(_to_scalar)
        1    0.000    0.000    0.000    0.000 functools.py:66(wraps)
        4    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 dictconfig.py:277(_s_validate_and_normalize_key)
        4    0.000    0.000    0.000    0.000 {built-in method torch._C._dynamo.eval_frame.set_eval_frame}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        2    0.000    0.000    0.000    0.000 _utils.py:462(get_type_of)
        8    0.000    0.000    0.000    0.000 nodes.py:31(_value)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
        1    0.000    0.000    0.000    0.000 base.py:304(_is_none)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:336(__enter__)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:83(_update_param_group_val)
        1    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:482(is_exporting)
        1    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 module.py:219(trainer)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:324(__enter__)
        1    0.000    0.000    0.000    0.000 trainer.py:1566(max_epochs)
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:304(_warn_get_lr_called_within_step)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:328(__exit__)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:339(__exit__)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:333(__init__)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:321(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:2383(cast)



Profile stats for: [Callback]RichModelSummary.on_fit_start
         28275 function calls (25168 primitive calls) in 0.011 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.012    0.012 model_summary.py:59(on_fit_start)
        1    0.000    0.000    0.009    0.009 rich_model_summary.py:67(summarize)
        2    0.000    0.000    0.008    0.004 console.py:1648(print)
   130/16    0.000    0.000    0.007    0.000 {method 'extend' of 'list' objects}
  381/140    0.000    0.000    0.007    0.000 console.py:1300(render)
      140    0.000    0.000    0.007    0.000 table.py:475(__rich_console__)
      140    0.000    0.000    0.005    0.000 table.py:755(_render)
   140/92    0.000    0.000    0.004    0.000 segment.py:309(split_and_crop_lines)
    62/38    0.000    0.000    0.004    0.000 console.py:1351(render_lines)
      149    0.000    0.000    0.003    0.000 {built-in method builtins.sum}
      121    0.000    0.000    0.002    0.000 text.py:689(__rich_console__)
      120    0.000    0.000    0.002    0.000 padding.py:79(__rich_console__)
        2    0.000    0.000    0.002    0.001 table.py:523(_calculate_column_widths)
      358    0.000    0.000    0.002    0.000 module.py:2666(parameters)
        8    0.000    0.000    0.002    0.000 table.py:716(_measure_column)
      358    0.000    0.000    0.002    0.000 module.py:2691(named_parameters)
      358    0.000    0.000    0.002    0.000 module.py:2646(_named_members)
        1    0.000    0.000    0.001    0.001 model_summary.py:374(_get_summary_data)
    62/38    0.000    0.000    0.001    0.000 measure.py:78(get)
       38    0.000    0.000    0.001    0.000 text.py:1201(wrap)
        3    0.000    0.000    0.001    0.000 model_summary.py:293(total_parameters)
      177    0.000    0.000    0.001    0.000 model_summary.py:295(<genexpr>)
       45    0.000    0.000    0.001    0.000 segment.py:211(<genexpr>)
 3194/576    0.001    0.000    0.001    0.000 module.py:2837(named_modules)
       76    0.000    0.000    0.001    0.000 console.py:1415(render_str)
        2    0.000    0.000    0.001    0.000 model_summary.py:279(param_nums)
        6    0.000    0.000    0.001    0.000 model_summary.py:139(num_parameters)
       76    0.000    0.000    0.001    0.000 markup.py:106(render)
      122    0.000    0.000    0.001    0.000 model_summary.py:142(<genexpr>)
       24    0.000    0.000    0.001    0.000 padding.py:125(__rich_measure__)
       86    0.000    0.000    0.001    0.000 table.py:627(_get_cells)
      114    0.000    0.000    0.000    0.000 segment.py:356(adjust_line_length)
        1    0.000    0.000    0.000    0.000 model_summary.py:297(trainable_parameters)
     1614    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
       59    0.000    0.000    0.000    0.000 model_summary.py:299(<genexpr>)
        1    0.000    0.000    0.000    0.000 model_summary.py:305(model_size)
        1    0.000    0.000    0.000    0.000 model_summary.py:301(total_layer_params)
        2    0.000    0.000    0.000    0.000 console.py:868(__exit__)
        2    0.000    0.000    0.000    0.000 console.py:823(_exit_buffer)
        2    0.000    0.000    0.000    0.000 console.py:2031(_check_buffer)
      348    0.000    0.000    0.000    0.000 model_summary.py:538(_tensor_has_shape)
        2    0.000    0.000    0.000    0.000 console.py:2046(_write_buffer)
       38    0.000    0.000    0.000    0.000 text.py:778(join)
      448    0.000    0.000    0.000    0.000 segment.py:375(<genexpr>)
      121    0.000    0.000    0.000    0.000 text.py:719(render)
      224    0.000    0.000    0.000    0.000 text.py:144(__init__)
      609    0.000    0.000    0.000    0.000 cells.py:98(cell_len)
       38    0.000    0.000    0.000    0.000 text.py:707(__rich_measure__)
       34    0.000    0.000    0.000    0.000 _wrap.py:26(divide_line)
      916    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      334    0.000    0.000    0.000    0.000 segment.py:81(cell_length)
       38    0.000    0.000    0.000    0.000 containers.py:111(justify)
      662    0.000    0.000    0.000    0.000 {built-in method builtins.max}
     1948    0.000    0.000    0.000    0.000 {built-in method builtins.len}
       72    0.000    0.000    0.000    0.000 text.py:443(copy)
      261    0.000    0.000    0.000    0.000 control.py:181(strip_control_codes)
      117    0.000    0.000    0.000    0.000 measure.py:24(normalize)
       38    0.000    0.000    0.000    0.000 segment.py:428(set_shape)
       42    0.000    0.000    0.000    0.000 console.py:163(update)
       38    0.000    0.000    0.000    0.000 text.py:1062(split)
      450    0.000    0.000    0.000    0.000 text.py:402(plain)
      168    0.000    0.000    0.000    0.000 console.py:1476(get_style)
      696    0.000    0.000    0.000    0.000 _tensor.py:1225(__hash__)
        1    0.000    0.000    0.000    0.000 model_summary.py:85(_summary)
        1    0.000    0.000    0.000    0.000 model_summary.py:287(total_training_modes)
        4    0.000    0.000    0.000    0.000 console.py:1010(size)
      133    0.000    0.000    0.000    0.000 style.py:753(__add__)
      348    0.000    0.000    0.000    0.000 parameter.py:21(__instancecheck__)
        1    0.000    0.000    0.000    0.000 model_summary.py:552(summarize)
      484    0.000    0.000    0.000    0.000 module.py:2716(<lambda>)
       90    0.000    0.000    0.000    0.000 _emoji_replace.py:12(_emoji_replace)
        1    0.000    0.000    0.000    0.000 model_summary.py:214(__init__)
       82    0.000    0.000    0.000    0.000 module.py:2806(modules)
        2    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
       76    0.000    0.000    0.000    0.000 text.py:859(truncate)
      128    0.000    0.000    0.000    0.000 protocol.py:19(rich_cast)
       70    0.000    0.000    0.000    0.000 markup.py:73(_parse)
       34    0.000    0.000    0.000    0.000 text.py:1106(divide)
        2    0.000    0.000    0.000    0.000 console.py:996(options)
      261    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      870    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x14a10e0}
      132    0.000    0.000    0.000    0.000 console.py:153(copy)
       86    0.000    0.000    0.000    0.000 _wrap.py:12(words)
        2    0.000    0.000    0.000    0.000 console_capture.py:182(write_with_callbacks)
       76    0.000    0.000    0.000    0.000 text.py:790(iter_text)
       94    0.000    0.000    0.000    0.000 measure.py:34(with_maximum)
       28    0.000    0.000    0.000    0.000 text.py:964(append)
     1052    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 console.py:2119(_render_buffer)
        4    0.000    0.000    0.000    0.000 console.py:984(is_dumb_terminal)
        1    0.000    0.000    0.000    0.000 model_summary.py:325(summarize)
      202    0.000    0.000    0.000    0.000 typing.py:426(inner)
        8    0.000    0.000    0.000    0.000 console.py:936(is_terminal)
      750    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       64    0.000    0.000    0.000    0.000 console.py:226(reset_height)
       14    0.000    0.000    0.000    0.000 text.py:758(get_current_style)
       86    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       10    0.000    0.000    0.000    0.000 table.py:422(add_row)
       48    0.000    0.000    0.000    0.000 padding.py:33(__init__)
       38    0.000    0.000    0.000    0.000 text.py:430(blank_copy)
        2    0.000    0.000    0.000    0.000 console.py:1062(width)
      186    0.000    0.000    0.000    0.000 containers.py:75(__iter__)
      125    0.000    0.000    0.000    0.000 _loop.py:18(loop_last)
       28    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
      348    0.000    0.000    0.000    0.000 {method 'numel' of 'torch._C.TensorBase' objects}
        4    0.000    0.000    0.000    0.000 model_summary.py:326(<genexpr>)
       87    0.000    0.000    0.000    0.000 protocol.py:10(is_renderable)
       38    0.000    0.000    0.000    0.000 containers.py:105(extend)
        3    0.000    0.000    0.000    0.000 model_summary.py:75(__init__)
      696    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       50    0.000    0.000    0.000    0.000 padding.py:60(unpack)
      326    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
  323/285    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        3    0.000    0.000    0.000    0.000 model_summary.py:85(_register_hook)
       86    0.000    0.000    0.000    0.000 text.py:715(<genexpr>)
        7    0.000    0.000    0.000    0.000 contextlib.py:145(__exit__)
       11    0.000    0.000    0.000    0.000 model_summary.py:500(get_human_readable_count)
       28    0.000    0.000    0.000    0.000 <frozen os>:712(__getitem__)
       62    0.000    0.000    0.000    0.000 text.py:712(<genexpr>)
        6    0.000    0.000    0.000    0.000 contextlib.py:515(enter_context)
       26    0.000    0.000    0.000    0.000 console.py:200(update_width)
       86    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       38    0.000    0.000    0.000    0.000 table.py:848(align_cell)
        2    0.000    0.000    0.000    0.000 console.py:1506(_collect_renderables)
      290    0.000    0.000    0.000    0.000 style.py:437(__hash__)
       38    0.000    0.000    0.000    0.000 text.py:191(__contains__)
        3    0.000    0.000    0.000    0.000 module.py:1688(register_forward_hook)
        8    0.000    0.000    0.000    0.000 table.py:364(add_column)
        1    0.000    0.000    0.000    0.000 profiler.py:57(profile)
      348    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x1486c4447ec0}
        1    0.000    0.000    0.000    0.000 advanced.py:81(stop)
      316    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      150    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 flop_counter.py:676(__init__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       90    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
      172    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        8    0.000    0.000    0.000    0.000 text.py:662(rstrip)
       48    0.000    0.000    0.000    0.000 table.py:642(get_padding)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
      114    0.000    0.000    0.000    0.000 containers.py:69(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:571(__exit__)
      132    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       13    0.000    0.000    0.000    0.000 text.py:409(plain)
        6    0.000    0.000    0.000    0.000 contextlib.py:136(__enter__)
       14    0.000    0.000    0.000    0.000 style.py:596(combine)
       28    0.000    0.000    0.000    0.000 <frozen os>:794(encode)
       34    0.000    0.000    0.000    0.000 text.py:666(rstrip_end)
      215    0.000    0.000    0.000    0.000 style.py:453(link)
       68    0.000    0.000    0.000    0.000 _loop.py:31(loop_first_last)
       26    0.000    0.000    0.000    0.000 segment.py:184(line)
       34    0.000    0.000    0.000    0.000 text.py:173(__str__)
      104    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {built-in method posix.get_terminal_size}
        3    0.000    0.000    0.000    0.000 hooks.py:24(__init__)
        8    0.000    0.000    0.000    0.000 text.py:917(pad_left)
       42    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       82    0.000    0.000    0.000    0.000 console.py:790(_theme_stack)
       57    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       77    0.000    0.000    0.000    0.000 _pick.py:4(pick_bool)
      173    0.000    0.000    0.000    0.000 style.py:336(__bool__)
      142    0.000    0.000    0.000    0.000 text.py:167(__len__)
        2    0.000    0.000    0.000    0.000 console.py:863(__enter__)
        4    0.000    0.000    0.000    0.000 console_capture.py:203(_enter_callbacks)
       45    0.000    0.000    0.000    0.000 text.py:809(<genexpr>)
       22    0.000    0.000    0.000    0.000 typing.py:1455(__hash__)
        1    0.000    0.000    0.000    0.000 box.py:95(get_top)
       32    0.000    0.000    0.000    0.000 segment.py:464(align_top)
        6    0.000    0.000    0.000    0.000 contextlib.py:547(_push_cm_exit)
      128    0.000    0.000    0.000    0.000 typing.py:2383(cast)
       49    0.000    0.000    0.000    0.000 table.py:846(<genexpr>)
       76    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
       28    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       80    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
        6    0.000    0.000    0.000    0.000 model_summary.py:117(detach_hook)
       64    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 console.py:819(_enter_buffer)
        6    0.000    0.000    0.000    0.000 contextlib.py:303(helper)
        1    0.000    0.000    0.000    0.000 module_tracker.py:64(__init__)
       14    0.000    0.000    0.000    0.000 console.py:762(file)
       32    0.000    0.000    0.000    0.000 table.py:440(add_cell)
       60    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 table.py:188(__init__)
       28    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       80    0.000    0.000    0.000    0.000 table.py:120(cells)
       52    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       38    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       38    0.000    0.000    0.000    0.000 containers.py:93(__len__)
       26    0.000    0.000    0.000    0.000 inspect.py:302(isclass)
       38    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       51    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 box.py:115(get_row)
        4    0.000    0.000    0.000    0.000 wb_logging.py:93(log_to_all_runs)
        9    0.000    0.000    0.000    0.000 segment.py:189(apply_style)
        8    0.000    0.000    0.000    0.000 table.py:700(_get_padding_width)
       14    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
       10    0.000    0.000    0.000    0.000 table.py:310(get_row_style)
       38    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        2    0.000    0.000    0.000    0.000 typing.py:2116(__instancecheck__)
        1    0.000    0.000    0.000    0.000 box.py:164(get_bottom)
        8    0.000    0.000    0.000    0.000 <string>:2(__init__)
        6    0.000    0.000    0.000    0.000 hooks.py:35(remove)
        6    0.000    0.000    0.000    0.000 contextlib.py:108(__init__)
       24    0.000    0.000    0.000    0.000 segment.py:100(__bool__)
       28    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 model_summary.py:250(named_modules)
        6    0.000    0.000    0.000    0.000 contextlib.py:552(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 model_summary.py:313(flop_counts)
       35    0.000    0.000    0.000    0.000 text.py:760(<genexpr>)
       28    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        3    0.000    0.000    0.000    0.000 model_summary.py:82(__del__)
        1    0.000    0.000    0.000    0.000 table.py:252(grid)
        2    0.000    0.000    0.000    0.000 console.py:927(encoding)
        1    0.000    0.000    0.000    0.000 _ratio.py:107(ratio_distribute)
       10    0.000    0.000    0.000    0.000 table.py:761(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        6    0.000    0.000    0.000    0.000 console.py:781(_buffer_index)
        2    0.000    0.000    0.000    0.000 model_summary.py:309(total_flops)
        3    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        7    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       22    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        6    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
       17    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        4    0.000    0.000    0.000    0.000 text.py:886(_trim_spans)
        1    0.000    0.000    0.000    0.000 model_summary.py:283(training_modes)
        4    0.000    0.000    0.000    0.000 console.py:786(_buffer_index)
        4    0.000    0.000    0.000    0.000 module.py:2786(named_children)
       18    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 model_summary.py:267(layer_types)
       34    0.000    0.000    0.000    0.000 style.py:690(render)
       14    0.000    0.000    0.000    0.000 text.py:425(spans)
        5    0.000    0.000    0.000    0.000 {built-in method math.log10}
        4    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        2    0.000    0.000    0.000    0.000 model_summary.py:263(layer_names)
       14    0.000    0.000    0.000    0.000 text.py:744(<genexpr>)
        2    0.000    0.000    0.000    0.000 flop_counter.py:697(get_total_flops)
       24    0.000    0.000    0.000    0.000 table.py:353(padding)
        6    0.000    0.000    0.000    0.000 console.py:776(_buffer)
        4    0.000    0.000    0.000    0.000 model_summary.py:386(<genexpr>)
        3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       13    0.000    0.000    0.000    0.000 {built-in method math.ceil}
       18    0.000    0.000    0.000    0.000 style.py:203(null)
        1    0.000    0.000    0.000    0.000 box.py:67(substitute)
       14    0.000    0.000    0.000    0.000 markup.py:28(__str__)
        6    0.000    0.000    0.000    0.000 segment.py:493(align_bottom)
        2    0.000    0.000    0.000    0.000 trainer.py:1288(precision)
        9    0.000    0.000    0.000    0.000 hooks.py:33(<genexpr>)
        7    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       14    0.000    0.000    0.000    0.000 text.py:745(<genexpr>)
        4    0.000    0.000    0.000    0.000 table.py:295(_extra_width)
       14    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        6    0.000    0.000    0.000    0.000 contextlib.py:475(_create_exit_wrapper)
        2    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        6    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        8    0.000    0.000    0.000    0.000 measure.py:59(clamp)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1390(_handle_fromlist)
        3    0.000    0.000    0.000    0.000 model_summary.py:134(layer_type)
        7    0.000    0.000    0.000    0.000 rich_model_summary.py:101(<genexpr>)
        8    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 trainer.py:1334(is_global_zero)
        6    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 model_summary.py:144(training)
        2    0.000    0.000    0.000    0.000 contextlib.py:485(__init__)
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 trainer.py:1271(lightning_module)
        5    0.000    0.000    0.000    0.000 {built-in method math.floor}
        2    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 console.py:148(ascii_only)
